nom_du_festival;envergure_territoriale;region_principale_de_deroulement;departement_principal_de_deroulement;commune_principale_de_deroulement;code_postal_de_la_commune_principale_de_deroulement;code_insee_commune;code_insee_epci_collage_en_valeur;libelle_epci_collage_en_valeur;numero_de_voie;type_de_voie_rue_avenue_boulevard_etc;nom_de_la_voie;adresse_postale;complement_d_adresse_facultatif;site_internet_du_festival;adresse_e_mail;decennie_de_creation_du_festival;annee_de_creation_du_festival;discipline_dominante;sous_categorie_spectacle_vivant;sous_categorie_musique;sous_categorie_musique_cnm;sous_categorie_cinema_et_audiovisuel;sous_categorie_arts_visuels_et_arts_numeriques;sous_categorie_livre_et_litterature;periode_principale_de_deroulement_du_festival;identifiant_agence_a;identifiant;identifiant_cnm;;;;;;;;;;;;;;;
Les Flâneries Musicales de Reims;;Grand Est;Marne;Reims;51100;51454;200067213;CU du Grand Reims;;;;;;www.flaneriesreims.com;info@flaneriesreims.com;De 1980 à 1989;1989;Musique;;Musique classique;08- Musiques (sans distinction esthétique);;;;Avant-saison (1er janvier - 20 juin);;FEST_51454_5334;1893;;;;;;;;;;;;;;;
Le P'tit Festival;;Bretagne;Ille-et-Vilaine;Rennes;35000;35238;243500139;Rennes Métropole;;;Théâtre du Cercle;Théâtre du Cercle;30 Bis Rue de Paris;https://theatreducercle.com/;tdc@cerclepaulbert.asso.fr;De 2000 à 2009;;Arts visuels, arts numériques;Théâtre;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_35238_5375;;;;;;;;;;;;;;;;
Les rencontres documentaires Des Histoires;;Bretagne;Ille-et-Vilaine;Rennes;35000;35238;243500139;Rennes Métropole;;;Quartier Maurepas;Quartier Maurepas;;https://www.comptoirdudoc.org/programmations/des-histoires;comptoir@comptoirdudoc.org;2010 et après;2014;Cinéma, audiovisuel;;;;Documentaire;;;Avant-saison (1er janvier - 20 juin);;FEST_35238_5383;;;;;;;;;;;;;;;;
Rencontres Alternatives (biennale);;Bretagne;Ille-et-Vilaine;Rennes;35000;35238;243500139;Rennes Métropole;;;Parc de la Prévalaye;Parc de la Prévalaye;;;lassorennaise@hotmail.fr;De 2000 à 2009;;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_35238_5395;;;;;;;;;;;;;;;;
Rituel;;Bretagne;Ille-et-Vilaine;Rennes;35000;35238;243500139;Rennes Métropole;;;Marquis de Sade, l'Hôtel Pasteur, au Jardin moderne;Marquis de Sade, l'Hôtel Pasteur, au Jardin moderne;;rituel111.fr;contact@rituel111.fr;2010 et après;2017;Musique;;Musiques du monde, Variétés internationales, Musiques électroniques, techno, Pop, rock;;;;;Après-saison (6 septembre - 31 décembre);;FEST_35238_5398;;;;;;;;;;;;;;;;
Sevenadur;;Bretagne;Ille-et-Vilaine;Rennes;35000;35238;243500139;Rennes Métropole;;;Cercle Celtique de Rennes La Harpe;Cercle Celtique de Rennes La Harpe;;https://cercleceltiquederennes.org;sevenadur.roazhon@gmail.com;De 2000 à 2009;;Spectacle vivant;Danse;Musique Danse;;;;;Avant-saison (1er janvier - 20 juin);;FEST_35238_5403;;;;;;;;;;;;;;;;
Urbaines;;Bretagne;Ille-et-Vilaine;Rennes;35000;35238;243500139;Rennes Métropole;;;Dans les lieux de Culture, ancrés dans les quartiers et les communes de Rennes métropole;Dans les lieux de Culture, ancrés dans les quartiers et les communes de Rennes métropole;;https://www.le4bis-ij.com/;accueil@antipode-mjc.com;2010 et après;;Pluridisciplinaire;Danse;Musique;;Cinéma;Arts visuels;;Avant-saison (1er janvier - 20 juin);;FEST_35238_5414;;;;;;;;;;;;;;;;
Rencontres... à la campagne;;Occitanie;Aveyron;Rieupeyroux;12240;12198;241200807;CC Aveyron Bas Ségala Viaur;2;Route;Du Foirail;2 Route Du Foirail;;https://www.rencontresalacampagne.org/;rencontresalacampagne@orange.fr;De 1990 à 1999;1998;Cinéma, audiovisuel;;;;Court métrage, Documentaire, Fiction long métrage, Film d'animation;;;Après-saison (6 septembre - 31 décembre);;FEST_12198_5438;;;;;;;;;;;;;;;;
Festival du Forez;Départementale;Auvergne-Rhône-Alpes;Loire;Roanne;42300;42187;200035731;CA Roannais Agglomération;;;;;Théâtre de Roanne;http://festivalduforez.com;contact@festivalduforez.com;2010 et après;2013;Musique;;Musique classique;;;;;Saison (21 juin - 5 septembre);;FEST_42187_5453;;;;;;;;;;;;;;;;
Fisel;;Bretagne;Côtes-d'Armor;Rostrenen;22110;22267;200069391;CA de Lamballe Terre et Mer;;;Place du Bourg Coz;Place du Bourg Coz;;www.festival.fisel.org;contact@fisel.org;Avant 1980;1972;Musique;;Musiques du monde, Musiques traditionnelles;;;;;Saison (21 juin - 5 septembre);;FEST_22267_5505;;;;;;;;;;;;;;;;
Femmes en campagne;;Centre-Val de Loire;Indre-et-Loire;Rouziers-de-Touraine;37360;37204;200073237;CC de Gâtine et Choisilles - Pays de Racan;;;;;;sallequatrevents.com // https://femmesencampagne.fr/;;2010 et après;2012;Pluridisciplinaire;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_37204_5549;;;;;;;;;;;;;;;;
Académie musicale de Royan;;Nouvelle-Aquitaine;Charente-Maritime;Royan;17200;17306;241700640;CA Royan Atlantique;;;;;;http://www.academie-musicale-royan.fr/;aucun;De 2000 à 2009;2007;Musique;;Musiques classiques et savantes;;;;;Saison (21 juin - 5 septembre);LA386;FEST_17306_5553;;;;;;;;;;;;;;;;
Pyromélodie;;Auvergne-Rhône-Alpes;Puy-de-Dôme;Royat;63130;63308;246300701;Clermont Auvergne Métropole;;;;;MAIRIE;;mairie@royat.fr;De 1990 à 1999;;Arts visuels, arts numériques;;;;;;;Saison (21 juin - 5 septembre);;FEST_63308_5561;;;;;;;;;;;;;;;;
Salon de la jeunesse;;Normandie;Eure;Rugles;27250;27502;200066462;CC Interco Normandie Sud Eure;20;Rue;Notre Dame;20 Rue Notre Dame;;associationculturellerugloise.fr;acr6@wanadoo.fr;De 1990 à 1999;1995;Livre, littérature;;;;;;Albums jeunesse;Avant-saison (1er janvier - 20 juin);;FEST_27502_5567;;;;;;;;;;;;;;;;
Les heures joyeuses;Régionale;Bourgogne-Franche-Comté;Jura;Saint-Amour;39160;39475;200072056;CC Porte du Jura;;Place;Marcel Moyse;Place Marcel Moyse;;Office de tourisme du Jura;bazin.everett@yahoo.com;2010 et après;2017;Musique;;Chanson ou variété française, Jazz, blues, Hip-hop, rap, slam, Métal, hard rock, Musique classique, Musique contemporaine, Musiques du monde, Musiques électroniques, techno, Musiques traditionnelles, Opéra, Pop, rock, RnB, Variétés internationales, Toutes les formes musicales;;;;;Avant-saison (1er janvier - 20 juin);;FEST_39475_5640;;;;;;;;;;;;;;;;
Complet' Mandingue;;Bretagne;Côtes-d'Armor;Saint-Brieuc;22000;22278;200069409;CA Saint-Brieuc Armor Agglomération;;;Bonjour minuit;Bonjour minuit;Place Nina Simone;;asso.djabotu@yahoo.fr;De 1990 à 1999;;Pluridisciplinaire;Théâtre, arts du conte, arts de la rue, arts du cirque;Musique Cinéma;;Cinéma;;;Après-saison (6 septembre - 31 décembre);;FEST_22278_5683;;;;;;;;;;;;;;;;
Panoramic;;Bretagne;Côtes-d'Armor;Saint-Brieuc;22000;22278;200069409;CA Saint-Brieuc Armor Agglomération;;;40 Bd Clémenceau, Cinéma Club 6;40 Bd Clémenceau, Cinéma Club 6;;www.festivalpanoramic.fr;secretariat@associationlecercle.fr;De 2000 à 2009;2008;Cinéma, audiovisuel;;;;Fiction long métrage, Court métrage, Documentaire, Film d'animation, Arts numériques;;;Avant-saison (1er janvier - 20 juin);;FEST_22278_5692;;;;;;;;;;;;;;;;
Festival Artistique Cagouilles et Cie;;Nouvelle-Aquitaine;Charente-Maritime;Saint-Ciers-du-Taillon;17240;17317;200041523;CC de la Haute-Saintonge;;;;;;http://fr-fr.facebook.com/festivalcagouilles/;cagouillesetcompagnies@gmail.com;2010 et après;2015;Spectacle vivant;Spectacle vivant pluridisciplinaire;;;;;;Saison (21 juin - 5 septembre);LA396;FEST_17317_5712;;;;;;;;;;;;;;;;
La Fête du Court Métrage à La Réunion;;La Réunion;La Réunion;Saint-Denis;97400;97411;249740119;CA Intercommunale du Nord de la Réunion (CINOR);39 bis;Boulevard;De La Providence;39 bis Boulevard De La Providence;;www.cinekour.com;contact.cinekour@gmail.com;2010 et après;2018;Cinéma, audiovisuel;;;;Court métrage;;;Mars;;FEST_97411_5741;;;;;;;;;;;;;;;;
Les Galettes du Monde;;Bretagne;Morbihan;Sainte-Anne-d'Auray;56400;56263;200043123;CC Auray Quiberon Terre Atlantique;;;Rue Jean-Pierre Calloch;Rue Jean-Pierre Calloch;;Galettes du monde free.fr;communicationgalettesdumonde@gmail.com;De 2000 à 2009;2008;Musique;;Musiques du monde;;;;;Saison (21 juin - 5 septembre);;FEST_56263_5765;;;;;;;;;;;;;;;;
Pucelle;Intercommunale;Centre-Val de Loire;Indre-et-Loire;Sainte-Catherine-de-Fierbois;37800;37212;200072650;CC Touraine Vallée de l'Indre;;;;;;www.festivaldelapucelle.fr;;2010 et après;2014;Musique;;Musiques actuelles;;;;;Après-saison (6 septembre - 31 décembre);;FEST_37212_5766;;;;;;;;;;;;;;;;
Faites du Livre !;;Nouvelle-Aquitaine;Gironde;Saint-Germain-du-Puch;33750;33413;200070092;CA du Libournais;;;;;;https://benedictedanzon.wixsite.com/faitesdulivre2020;benedicte_danzon@yahoo.fr;2010 et après;2013;Livre, littérature;;;;;;;Avant-saison (1er janvier - 20 juin);ALCA76;FEST_33413_5869;;;;;;;;;;;;;;;;
St Hil Jazz Festival;;Pays de la Loire;Loire-Atlantique;Saint-Hilaire-de-Chaléons;44680;44164;200067346;CA Pornic Agglo Pays de Retz;1;Allée;des Châtaigniers;1 Allée des Châtaigniers;Parc de la Cure;www.sthiljazzfestival.com;sthiljazzfestival@gmail.com;2010 et après;2018;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_44164_5905;;;;;;;;;;;;;;;;
Vers Les Arts;;Pays de la Loire;Vendée;Saint-Hilaire-de-Riez;85270;85226;200023778;CC du Pays de Saint-Gilles-Croix-de-Vie;80;Avenue;de La Faye;80 Avenue de La Faye;La Cour de Baisse;www.sainthilairederiez.fr/;ffigureau@sainthilairederiez.fr;De 2000 à 2009;2001;Spectacle vivant;Cirque, Arts de la rue;;;;;;Saison (21 juin - 5 septembre);;FEST_85226_5906;;;;;;;;;;;;;;;;
Festi Contes;;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Saint-Jean-de-Luz;64500;64483;200067106;CA du Pays Basque;;;;;;http://www.saintjeandeluz.fr;accueil@saintjeandeluz.fr;2010 et après;2013;Spectacle vivant;Théâtre;;;;;;Après-saison (6 septembre - 31 décembre);LA447;FEST_64483_5924;;;;;;;;;;;;;;;;
This is england;;Occitanie;Hérault;Saint-Jean-de-Vedas;34430;34270;243400017;Montpellier Méditerranée Métropole;25;Rue;Saint-Exupéry;25 Rue Saint-Exupéry;;thisisengland-festival.com;tafeur@gmail.com;2010 et après;;Cinéma, audiovisuel;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_34270_5934;;;;;;;;;;;;;;;;
Comme Un Effet de L'art Scène;;Nouvelle-Aquitaine;Haute-Vienne;Saint-Junien;87520;87154;200059400;CC Porte Océane du Limousin;;;;;;http://www.saint-junien.fr/;contact@saint-junien.fr;2010 et après;2010;Musique;;Musiques actuelles;;;;;Saison (21 juin - 5 septembre);LA618;FEST_87154_5951;;;;;;;;;;;;;;;;
Multiples - Son de la petite édition d'artiste;;Bretagne;Finistère;Saint-Martin-des-Champs;29600;29254;242900835;CA Morlaix Communauté;;;Le Roudour, Rue Park Ar Roudour;Le Roudour, Rue Park Ar Roudour;;www.lesmoyensdubord.wordpress.com;lesmoyensdubord.mdb@gmail.com;De 2000 à 2009;2006;Arts visuels, arts numériques;;;;;Arts numériques, Photographie, Art contemporain, éditions d'artiste , estampes, gravures;;Après-saison (6 septembre - 31 décembre);;FEST_29254_6031;;;;;;;;;;;;;;;;
Meeting;;Pays de la Loire;Loire-Atlantique;Saint-Nazaire;44600;44184;244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);;Boulevard;de la Légion d'Honneur (base des sous-marins);Boulevard de la Légion d'Honneur (base des sous-marins);;http://www.meetingsaintnazaire.com/;meetingsaintnazaire@gmail.com;De 1990 à 1999;1991;Livre, littérature;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_44184_6066;;;;;;;;;;;;;;;;
Festival Crescendo;;Nouvelle-Aquitaine;Charente-Maritime;Saint-Palais-sur-Mer;17420;17380;241700640;CA Royan Atlantique;;;;;;http://www.festival-crescendo.com;festival.crescendo@laposte.net;De 1990 à 1999;1999;Musique;;Musiques actuelles;;;;;Saison (21 juin - 5 septembre);LA48;FEST_17380_6080;;;;;;;;;;;;;;;;
Festival du Film de Femmes;;La Réunion;La Réunion;Saint-Paul;97460;97415;249740101;CA Territoire de la Côte Ouest (TCO);5;Rue;Eugène-Dayot;5 Rue Eugène-Dayot;;www.festivaldufilmdefemmes.re;armanddauphin@gmail.com;2010 et après;;Cinéma, audiovisuel;;;;Court métrage, Documentaire, Fiction long métrage;;;Septembre;;FEST_97415_6090;;;;;;;;;;;;;;;;
Les Feux de l'été;;Pays de la Loire;Vendée;Saint-Prouant;85110;85266;248500340;CC Pays de Chantonnay;;;;;;www.feuxdelete.com;info@feuxdelete.com;De 1990 à 1999;1996;Musique;;Musiques amplifiées ou électroniques;;;;;Avant-saison (1er janvier - 20 juin);;FEST_85266_6135;;;;;;;;;;;;;;;;
Place aux Artistes;;Bretagne;Côtes-d'Armor;Saint-Quay-Portrieux;22410;22325;200069409;CA Saint-Brieuc Armor Agglomération;;;Place de Verdun, Parc de la Duchesse Anne;Place de Verdun, Parc de la Duchesse Anne;;;animationsville@gmail.com;;;Pluridisciplinaire;Théâtre, arts du conte,;Musique;;;;;Saison (21 juin - 5 septembre);;FEST_22325_5623;;;;;;;;;;;;;;;;
Festival du rire;;Provence-Alpes-Côte d'Azur;Var;Saint-Raphaël;83250;83071;200027100;CC Méditerranée Porte des Maures;1;Place;Sadï carnot;1 Place Sadï carnot;;https://www.ville-saintraphael.fr/;g.letellier@ville-saintraphael.fr;De 2000 à 2009;2003;Spectacle vivant;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_83071_6145;;;;;;;;;;;;;;;;
Festival de théâtre;Intercommunale;Provence-Alpes-Côte d'Azur;Var;Saint-Tropez;13105;13062;200054807;Métropole d'Aix-Marseille-Provence;;Place;Des lices;Place Des lices;Cinéma-théâtre la renaissance;;marcelle.silvestri@outlook.fr;2010 et après;2015;Spectacle vivant;Théâtre;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_13062_6178;;;;;;;;;;;;;;;;
Sacrée Musique !;Departementale;Provence-Alpes-Côte d'Azur;Var;Saint-Tropez;83990;83119;200036077;CC du Golfe de Saint-Tropez;;Rue;de l'église;Rue de l'église;Eglise paroissiale;https://sacreemusique.fr/;;2010 et après;2021;Musique;;Musique sacree;;;;;Après-saison (6 septembre - 31 décembre);;FEST_83119_6184;;;;;;;;;;;;;;;;
Festival baroque du pays du Mont Blanc;Régionale;Auvergne-Rhône-Alpes;Haute-Savoie;Sallanches;74703;74256;200034882;CC Pays du Mont-Blanc;;;;;Association Cordon Festival du Baroque au Pays du Mont-Blanc;;;De 2000 à 2009;22ème;Musique;;Musique classique;;;;;Saison (21 juin - 5 septembre);;FEST_74256_6199;;;;;;;;;;;;;;;;
Toit toit mon toit !;;Île-de-France;Val-d'Oise;Sannois;95110;95582;200058485;Val Parisis;;;;;;;;;;Musique;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_95582_6230;;;;;;;;;;;;;;;;
Musique dans les Vignes;;Pays de la Loire;Maine-et-Loire;Savennières;49170;49329;244900015;CU Angers Loire Métropole;;;;;;https://www.lesmardismusicaux.fr/music-dans-les-vigne;contact@lesmardismusicaux.fr;2010 et après;2016;Musique;;;11- Musique classique, lyrique, contemporaine, autres;;;;Saison (21 juin - 5 septembre);;FEST_49329_6283;5961;;;;;;;;;;;;;;;
Les Heures musicales du Haut Anjou;;Pays de la Loire;Maine-et-Loire;Segré-en-Anjou Bleu;49500;49331;244900809;CC Anjou Bleu Communauté;;;;;;http://lesheuresmusicales.fr/;;De 1990 à 1999;1990;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_49331_6305;;;;;;;;;;;;;;;;
Musique à la prée;Intercommunale;Centre-Val de Loire;Indre;Ségry;36100;36215;243600236;CC du Pays d'Issoudun;;;;;;http://musiquealapree.fr/;;De 2000 à 2009;2005;Musique;;Musique classique;;;;;Avant-saison (1er janvier - 20 juin);;FEST_36215_6307;;;;;;;;;;;;;;;;
Festival de BD à Semur;Départementale;Bourgogne-Franche-Comté;Côte-d'Or;Semur-en-Auxois;21140;21603;200071017;CC des Terres d'Auxois;25;Rue;de la Liberté;25 Rue de la Liberté;rue des Coquelicots;https://unlienpourtous.wixsite.com/bd-a-semur;unlienpourtous@gmail.com;De 2000 à 2009;2006;Livre, littérature;;;;;;Bande dessinée, comics, manga;Avant-saison (1er janvier - 20 juin);;FEST_21603_6321;;;;;;;;;;;;;;;;
Festival des Abbayes en Lorraine;;Grand Est;Vosges;Senones;88210;88451;200071066;CA de Saint-Dié-des-Vosges;;;;;;https://festivaldesabbayeslorraine.com/;contact@festivaldesabbayeslorraine.com;De 2000 à 2009;2003;Musique;;Musiques traditionnelles, Musique classique;;;;;Saison (21 juin - 5 septembre);;FEST_88451_6323;;;;;;;;;;;;;;;;
Les Nuits du Chat qui Peste;;Grand Est;Marne;Sermiers;51500;51532;200067213;CU du Grand Reims;;;;;;;mairie.sermiers@wanadoo.fr;2010 et après;;Spectacle vivant;Théâtre;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_51532_6336;;;;;;;;;;;;;;;;
Festival International d'Humour de Serris - FIHS;;Île-de-France;Seine-et-Marne;Serris;77700;77449;247700339;Val d'Europe Agglomération;;;;;;http://fihs.fr/;contact@fihs.fr;2010 et après;2019;Spectacle vivant;Théâtre, Humour;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_77449_6341;;;;;;;;;;;;;;;;
Quand je pense à Fernande;;Occitanie;Hérault;Sète;34200;34301;200066355;CA Sète Agglopôle Méditerranée;;Promenade;marechal leclerc;Promenade marechal leclerc;THEATRE DE LA MER;https://www.festival-fernande.com/;info-fernande@herisson-prod.com;De 2000 à 2009;2002;Spectacle vivant;;;;;;;Saison (21 juin - 5 septembre);;FEST_34301_6353;;;;;;;;;;;;;;;;
Festi-Débat;;Grand Est;Haut-Rhin;Sewen;68290;68307;246800676;CC de la Vallée de la Doller et du Soultzbach;;;;;;https://www.facebook.com/festi.debat/?ref=page_internal;vincent.banchet@univ-reims.fr;De 2000 à 2009;2006;Pluridisciplinaire;;;;;;;;;FEST_68307_6360;;;;;;;;;;;;;;;;
Festival musical d'automne;;Provence-Alpes-Côte d'Azur;Var;Signes;83870;83127;248300394;CA Sud Sainte-Baume;;;;;;www.signes.com;communication.signes@wanadoo.fr;2010 et après;2011;Musique;;Musique savante;;;;;Après-saison (6 septembre - 31 décembre);;FEST_83127_6366;;;;;;;;;;;;;;;;
Perché sur la colline;;Bourgogne-Franche-Comté;Côte-d'Or;Sombernon;21540;21611;200039055;CC Ouche et Montagne;1;Rue;Ferdinand-Mercusot;1 Rue Ferdinand-Mercusot;;http://www.perchesurlacolline.com/;collinart@free.fr;2010 et après;2015;Spectacle vivant;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_21611_6386;;;;;;;;;;;;;;;;
Week-end de l'art contemporain;Régionale;Grand Est;Bas-Rhin;Strasbourg;67000;67482;246700488;Eurométropole de Strabourg;;;;;;;marie.lalevee@versantest.org;De 2000 à 2009;2007;Arts visuels, arts numériques;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_67482_2646;;;;;;;;;;;;;;;;
Le Pic d'or;;Occitanie;Hautes-Pyrénées;Tarbes;65000;65440;200069300;CA Tarbes-Lourdes-Pyrénées;11;Rue;de La Chaudronnerie;11 Rue de La Chaudronnerie;;https://www.picdor.fr;festivalpicdor@gmail.com;De 1980 à 1989;1985;Musique;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_65440_6519;;;;;;;;;;;;;;;;
Les Chemins de L'imaginaire;;Nouvelle-Aquitaine;Dordogne;Terrasson-Lavilledieu;24120;24547;200041150;CC du Terrassonnais en Périgord Noir Thenon Hautefort;;;;;;http://www.centre-culturel-terrasson.fr/;cc.terrasson@wanadoo.fr;De 1990 à 1999;1991;Spectacle vivant;Spectacle vivant pluridisciplinaire;;;;;;Saison (21 juin - 5 septembre);LA343;FEST_24547_6534;;;;;;;;;;;;;;;;
Les rencontres Arioso;;Auvergne-Rhône-Alpes;Puy-de-Dôme;Thiers;63300;63430;200070712;CC Thiers Dore et Montagne;1;Place;Saint-Exupéry;1 Place Saint-Exupéry;Salle Espace;www.rencontres-arioso.fr;lesrencontresarioso@gmail.com;2010 et après;2013;Musique;;Musique classique;;;;;Saison (21 juin - 5 septembre);;FEST_63430_6549;;;;;;;;;;;;;;;;
Cinélatino, rencontres de Toulouse;Régionale;Occitanie;Haute-Garonne;Toulouse;31000;31555;243100518;Toulouse Métropole;69;Rue;du  Taur;69 Rue du  Taur;;www.cinelatino.fr;contact@cinelatino.fr;De 1990 à 1999;1991;Cinéma, audiovisuel;;;;Court métrage, Documentaire, Fiction long métrage, Film d'animation;;;Avant-saison (1er janvier - 20 juin);;FEST_31555_6626;;;;;;;;;;;;;;;;
Festival Africlap;Intercommunale;Occitanie;Haute-Garonne;Toulouse;31000;31555;243100518;Toulouse Métropole;35;Allée;Jules;35 Allée Jules;;www.africlap.fr;contact@africlap.fr;2010 et après;2014;Pluridisciplinaire;;;;Court métrage, Documentaire, Fiction long métrage, Film d'animation;;;Saison (21 juin - 5 septembre);;FEST_31555_6641;;;;;;;;;;;;;;;;
Jazz sur son 31;Départementale;Occitanie;Haute-Garonne;Toulouse;31000;31555;243100518;Toulouse Métropole;7;Rue;Jules Chalande;7 Rue Jules Chalande;;https://www.haute-garonne.fr/jazz-sur-son-31;Contact.dav@cd31.fr;De 1980 à 1989;35 ans;Musique;;Jazz, blues;03- Jazz, blues et musiques improvisées;;;;Après-saison (6 septembre - 31 décembre);;FEST_31555_6677;195;;;;;;;;;;;;;;;
Résidence 1+2;Intercommunale;Occitanie;Haute-Garonne;Toulouse;31000;31555;243100518;Toulouse Métropole;4;Rue;de La Balance;4 Rue de La Balance;;www.1plus2.fr;philippeguionie@orange.fr;2010 et après;2015;Arts visuels, arts numériques;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_31555_6704;;;;;;;;;;;;;;;;
Atelier porte ouverte, mode d'Emploi;;Centre-Val de Loire;Indre-et-Loire;Tours;37000;37261;243700754;Tours Métropole Val de Loire;;;;;;https://www.cnap.fr/atelier-mode-demploi-15;;De 2000 à 2009;2005;Arts visuels, arts numériques;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_37261_6733;;;;;;;;;;;;;;;;
Concerts d'automne;;Centre-Val de Loire;Indre-et-Loire;Tours;37000;37261;243700754;Tours Métropole Val de Loire;10;rue;Léonard de Vinci;10 rue Léonard de Vinci;;www.concerts-automne.com;contact@concerts-automne.com;2010 et après;2016;Musique;;Musique classique;;;;;Après-saison (6 septembre - 31 décembre);;FEST_37261_6735;;;;;;;;;;;;;;;;
SPOT - Temps fort dédié à la jeune création chorégraphique;;Centre-Val de Loire;Indre-et-Loire;Tours;37000;37261;243700754;Tours Métropole Val de Loire;47;rue;du Sergent;47 rue du Sergent;;www.ccntours.com;;2010 et après;2015;Spectacle vivant;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_37261_6754;;;;;;;;;;;;;;;;
Les P'tites Biques;;Bretagne;Morbihan;Tréffléan;56250;56255;200067932;CA Golfe du Morbihan - Vannes Agglomération;;;9 lieu-dit Trenuhe;9 lieu-dit Trenuhe;;;infranomade@gmail.com;2010 et après;2014;Spectacle vivant;Danse;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_56255_6773;;;;;;;;;;;;;;;;
Beg Chopin;;Bretagne;Côtes-d'Armor;Treguier;22220;22362;200065928;CA Lannion-Trégor Communauté;;;Jardin Tréguier;Jardin Tréguier;;A l’arrêt pour le moment;Begchopin@yahoo.fr;De 2000 à 2009;2008;Musique;;Chanson ou variété française, Musiques du monde;;;;;Saison (21 juin - 5 septembre);;FEST_22362_6776;;;;;;;;;;;;;;;;
Barathon Ô Les Choeurs;;Nouvelle-Aquitaine;Corrèze;Tulle;19000;19272;241927201;CA Tulle Agglo;;;;;;http://elizabethmydear.fr/;emdolc@gmail.com;De 1990 à 1999;1997;Musique;;Musiques actuelles;;;;;Après-saison (6 septembre - 31 décembre);LA225;FEST_19272_6809;;;;;;;;;;;;;;;;
Festival Ô Les Choeurs;;Nouvelle-Aquitaine;Corrèze;Tulle;19000;19272;241927201;CA Tulle Agglo;;;;;;http://elizabethmydear.fr/;emdolc@gmail.com;De 1990 à 1999;1997;Musique;;Musiques actuelles;;;;;Après-saison (6 septembre - 31 décembre);LA194;FEST_19272_6812;;;;;;;;;;;;;;;;
Artecisse Festival H2o;Régionale;Centre-Val de Loire;Loir-et-Cher;Valencisse;41190;41142;200030385;CA de Blois Agglopolys;7;Chemin;des Vieilles Ventes;7 Chemin des Vieilles Ventes;Lieu-dit Molineuf;www.artecisse.xyz;artecisse@gmail.com;2010 et après;2016;Arts visuels, arts numériques;;;;;Peinture, Performance, Street art, Land art, Musique;;Saison (21 juin - 5 septembre);;FEST_41142_6891;;;;;;;;;;;;;;;;
H2o dans la vallée de la Cisse;Intercommunale;Centre-Val de Loire;Loir-et-Cher;Valloire-sur-Cisse;41150;41055;200030385;CA de Blois Agglopolys;;;;;;https://artecisse.xyz/;;2010 et après;2015;Pluridisciplinaire;;;;;;;Saison (21 juin - 5 septembre);;FEST_41055_6905;;;;;;;;;;;;;;;;
Festival de l'Académie Lyrique;Départementale;Centre-Val de Loire;Loir-et-Cher;Vendôme;41100;41269;200072072;CA Territoires Vendômois;1;Avenue;des Cités unies d'Europe;1 Avenue des Cités unies d'Europe;;academielyrique.org;info@academielyrique.org;De 2000 à 2009;2006;Musique;;Musique classique, Opéra;;;;;Saison (21 juin - 5 septembre);;FEST_41269_6976;;;;;;;;;;;;;;;;
La Cafetière;;Grand Est;Meuse;Verdun;55100;55545;200049187;CA du Grand Verdun;;;;;;http://www.contrecourantmjc.fr/festivals/la-cafetiere-festival-sans-filtre-2/;communication@contrecourantmjc.fr;2010 et après;2011;Spectacle vivant;Théâtre;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_55545_6990;;;;;;;;;;;;;;;;
Dansez maintenant;;Centre-Val de Loire;Indre-et-Loire;Véretz;37270;37267;200073161;CC Touraine-Est Vallées;;;;;;www.festivaldansezmaintenant.com;;2010 et après;2017;Spectacle vivant;;;;;;;Saison (21 juin - 5 septembre);;FEST_37267_6995;;;;;;;;;;;;;;;;
Musiques en Graves;;Nouvelle-Aquitaine;Gironde;Villenave-d'Ornon;33140;33550;243300316;Bordeaux Métropole;;;;;;http://musique-en-graves.com/;contact@musique-en-graves.com;De 2000 à 2009;2000;Musique;;Musiques classiques et savantes;;;;;Saison (21 juin - 5 septembre);LA145;FEST_33550_7101;;;;;;;;;;;;;;;;
